Confirmed cases,Country/Territory/Area,Days since last reported case,Total cases with possible or confirmed transmission In reporting country,Total cases with possible or confirmed transmission Outside reporting country and outside China,Total cases with possible or confirmed transmission outside of China,Total cases with site of transmission under investigation,Total cases with travel history to China,Total deaths,Transmission classification,report date
1.0,Central African Republic,5.0,,,,,,0.0,Imported cases only,2020-03-20
1.0,Chad,0.0,,,,,,0.0,Imported cases only,2020-03-20
1.0,Eswatini,5.0,,,,,,0.0,Imported cases only,2020-03-20
1.0,Gambia,1.0,,,,,,0.0,Imported cases only,2020-03-20
1.0,Niger,0.0,,,,,,0.0,Imported cases only,2020-03-20
15.0,Réunion,0.0,,,,,,0.0,Imported cases only,2020-03-20
4.0,Mayotte,0.0,,,,,,0.0,Imported cases only,2020-03-20
712.0,International conveyance (Japan),4.0,,,,,,7.0,Local transmission,2020-03-20
256.0,Hong Kong,,,,,,,4.0,,2020-03-20
135.0,Taiwan,,,,,,,2.0,,2020-03-20
17.0,Macau,,,,,,,0.0,,2020-03-20
234073.0,Total,,,,,,,9840.0,,2020-03-20
80972.0,China,0.0,,,,,,3255.0,Local transmission,2020-03-21
8799.0,Republic of Korea,0.0,,,,,,102.0,Local transmission,2020-03-21
1030.0,Malaysia,0.0,,,,,,3.0,Local transmission,2020-03-21
996.0,Japan,0.0,,,,,,35.0,Local transmission,2020-03-21
873.0,Australia,0.0,,,,,,7.0,Local transmission,2020-03-21
385.0,Singapore,0.0,,,,,,0.0,Local transmission,2020-03-21
230.0,Philippines,0.0,,,,,,18.0,Local transmission,2020-03-21
91.0,Viet Nam,0.0,,,,,,0.0,Local transmission,2020-03-21
78.0,Brunei Darussalam,0.0,,,,,,0.0,Local transmission,2020-03-21
53.0,New Zealand,0.0,,,,,,0.0,Local transmission,2020-03-21
51.0,Cambodia,0.0,,,,,,0.0,Local transmission,2020-03-21
6.0,Mongolia,1.0,,,,,,0.0,Imported cases only,2020-03-21
1.0,Fiji,1.0,,,,,,0.0,Imported cases only,2020-03-21
1.0,Papua New Guinea,0.0,,,,,,0.0,Imported cases only,2020-03-21
14.0,Guam,0.0,,,,,,0.0,Local transmission,2020-03-21
11.0,French Polynesia,1.0,,,,,,0.0,Imported cases only,2020-03-21
2.0,New Caledonia,1.0,,,,,,0.0,Imported cases only,2020-03-21
47021.0,Italy,0.0,,,,,,4032.0,Local transmission,2020-03-21
19980.0,Spain,0.0,,,,,,1002.0,Local transmission,2020-03-21
18323.0,Germany,0.0,,,,,,45.0,Local transmission,2020-03-21
12475.0,France,0.0,,,,,,450.0,Local transmission,2020-03-21
4840.0,Switzerland,0.0,,,,,,43.0,Local transmission,2020-03-21
3983.0,United Kingdom,0.0,,,,,,177.0,Local transmission,2020-03-21
2994.0,Netherlands,0.0,,,,,,106.0,Local transmission,2020-03-21
2649.0,Austria,0.0,,,,,,6.0,Local transmission,2020-03-21
2257.0,Belgium,0.0,,,,,,37.0,Local transmission,2020-03-21
1742.0,Norway,0.0,,,,,,7.0,Local transmission,2020-03-21
1623.0,Sweden,0.0,,,,,,16.0,Local transmission,2020-03-21
1255.0,Denmark,0.0,,,,,,9.0,Local transmission,2020-03-21
1020.0,Portugal,0.0,,,,,,6.0,Local transmission,2020-03-21
904.0,Czechia,0.0,,,,,,0.0,Local transmission,2020-03-21
712.0,Israel,0.0,,,,,,1.0,Local transmission,2020-03-21
683.0,Ireland,0.0,,,,,,3.0,Local transmission,2020-03-21
670.0,Turkey,0.0,,,,,,9.0,Local transmission,2020-03-21
495.0,Greece,0.0,,,,,,8.0,Local transmission,2020-03-21
484.0,Luxembourg,0.0,,,,,,5.0,Local transmission,2020-03-21
450.0,Finland,0.0,,,,,,0.0,Local transmission,2020-03-21
425.0,Poland,0.0,,,,,,5.0,Local transmission,2020-03-21
409.0,Iceland,0.0,,,,,,1.0,Local transmission,2020-03-21
341.0,Slovenia,0.0,,,,,,1.0,Local transmission,2020-03-21
308.0,Romania,0.0,,,,,,0.0,Local transmission,2020-03-21
283.0,Estonia,0.0,,,,,,0.0,Local transmission,2020-03-21
253.0,Russian Federation,0.0,,,,,,0.0,Imported cases only,2020-03-21
151.0,San Marino,0.0,,,,,,14.0,Local transmission,2020-03-21
137.0,Slovakia,0.0,,,,,,0.0,Local transmission,2020-03-21
136.0,Armenia,0.0,,,,,,0.0,Local transmission,2020-03-21
135.0,Serbia,0.0,,,,,,1.0,Local transmission,2020-03-21
127.0,Bulgaria,0.0,,,,,,3.0,Local transmission,2020-03-21
126.0,Croatia,0.0,,,,,,0.0,Local transmission,2020-03-21
111.0,Latvia,0.0,,,,,,0.0,Imported cases only,2020-03-21
85.0,Hungary,0.0,,,,,,4.0,Local transmission,2020-03-21
75.0,Andorra,1.0,,,,,,0.0,Imported cases only,2020-03-21
70.0,Albania,1.0,,,,,,2.0,Local transmission,2020-03-21
70.0,North Macedonia,0.0,,,,,,0.0,Local transmission,2020-03-21
69.0,Lithuania,0.0,,,,,,1.0,Imported cases only,2020-03-21
67.0,Cyprus,0.0,,,,,,0.0,Local transmission,2020-03-21
66.0,Republic of Moldova,0.0,,,,,,1.0,Local transmission,2020-03-21
64.0,Malta,0.0,,,,,,0.0,Imported cases only,2020-03-21
57.0,Belarus,0.0,,,,,,0.0,Local transmission,2020-03-21
53.0,Kazakhstan,0.0,,,,,,0.0,Imported cases only,2020-03-21
44.0,Azerbaijan,0.0,,,,,,1.0,Imported cases only,2020-03-21
44.0,Bosnia and Herzegovina,1.0,,,,,,0.0,Local transmission,2020-03-21
43.0,Georgia,0.0,,,,,,0.0,Imported cases only,2020-03-21
34.0,Liechtenstein,0.0,,,,,,0.0,Imported cases only,2020-03-21
33.0,Uzbekistan,0.0,,,,,,0.0,Local transmission,2020-03-21
26.0,Ukraine,0.0,,,,,,3.0,Local transmission,2020-03-21
14.0,Montenegro,0.0,,,,,,0.0,Imported cases only,2020-03-21
12.0,Monaco,0.0,,,,,,0.0,Under investigation,2020-03-21
6.0,Kyrgyzstan,0.0,,,,,,0.0,Imported cases only,2020-03-21
1.0,Holy See,14.0,,,,,,0.0,Under investigation,2020-03-21
80.0,Faroe Islands,0.0,,,,,,0.0,Imported cases only,2020-03-21
12.0,Jersey,0.0,,,,,,0.0,Imported cases only,2020-03-21
10.0,Gibraltar,1.0,,,,,,0.0,Under investigation,2020-03-21
2.0,Greenland,2.0,,,,,,0.0,Under investigation,2020-03-21
1.0,Guernsey,11.0,,,,,,0.0,Imported cases only,2020-03-21
1.0,Isle of Man,0.0,,,,,,0.0,Imported cases only,2020-03-21
369.0,Indonesia,0.0,,,,,,32.0,Local transmission,2020-03-21
322.0,Thailand,1.0,,,,,,1.0,Local transmission,2020-03-21
195.0,India,1.0,,,,,,4.0,Local transmission,2020-03-21
59.0,Sri Lanka,1.0,,,,,,0.0,Local transmission,2020-03-21
17.0,Bangladesh,1.0,,,,,,1.0,Local transmission,2020-03-21
13.0,Maldives,5.0,,,,,,0.0,Local transmission,2020-03-21
2.0,Bhutan,1.0,,,,,,0.0,Imported cases only,2020-03-21
1.0,Nepal,57.0,,,,,,0.0,Imported cases only,2020-03-21
1.0,Timor-Leste,0.0,,,,,,0.0,Imported cases only,2020-03-21
19644.0,Iran,0.0,,,,,,1433.0,Local transmission,2020-03-21
461.0,Pakistan,0.0,,,,,,2.0,Imported cases only,2020-03-21
460.0,Qatar,0.0,,,,,,0.0,Local transmission,2020-03-21
285.0,Bahrain,0.0,,,,,,1.0,Local transmission,2020-03-21
274.0,Saudi Arabia,0.0,,,,,,0.0,Local transmission,2020-03-21
256.0,Egypt,0.0,,,,,,7.0,Local transmission,2020-03-21
193.0,Iraq,0.0,,,,,,14.0,Local transmission,2020-03-21
163.0,Lebanon,0.0,,,,,,4.0,Local transmission,2020-03-21
159.0,Kuwait,0.0,,,,,,0.0,Local transmission,2020-03-21
140.0,United Arab Emirates,1.0,,,,,,0.0,Local transmission,2020-03-21
74.0,Morocco,0.0,,,,,,3.0,Local transmission,2020-03-21
69.0,Jordan,0.0,,,,,,0.0,Imported cases only,2020-03-21
54.0,Tunisia,0.0,,,,,,1.0,Local transmission,2020-03-21
48.0,Oman,0.0,,,,,,0.0,Local transmission,2020-03-21
24.0,Afghanistan,0.0,,,,,,0.0,Imported cases only,2020-03-21
1.0,Djibouti,2.0,,,,,,0.0,Under investigation,2020-03-21
1.0,Somalia,4.0,,,,,,0.0,Imported cases only,2020-03-21
1.0,Sudan,6.0,,,,,,1.0,Imported cases only,2020-03-21
48.0,Occupied Palestinian Territory,0.0,,,,,,0.0,Local transmission,2020-03-21
15219.0,United States of America,0.0,,,,,,201.0,Local transmission,2020-03-21
846.0,Canada,0.0,,,,,,9.0,Local transmission,2020-03-21
621.0,Brazil,0.0,,,,,,4.0,Local transmission,2020-03-21
434.0,Chile,0.0,,,,,,0.0,Local transmission,2020-03-21
367.0,Ecuador,0.0,,,,,,5.0,Local transmission,2020-03-21
234.0,Peru,1.0,,,,,,2.0,Local transmission,2020-03-21
164.0,Mexico,0.0,,,,,,1.0,Imported cases only,2020-03-21
145.0,Colombia,0.0,,,,,,0.0,Local transmission,2020-03-21
137.0,Panama,0.0,,,,,,1.0,Local transmission,2020-03-21
128.0,Argentina,0.0,,,,,,3.0,Local transmission,2020-03-21
113.0,Costa Rica,0.0,,,,,,2.0,Local transmission,2020-03-21
94.0,Uruguay,0.0,,,,,,0.0,Imported cases only,2020-03-21
72.0,Dominican Republic,0.0,,,,,,2.0,Local transmission,2020-03-21
36.0,Venezuela,2.0,,,,,,0.0,Imported cases only,2020-03-21
24.0,Honduras,0.0,,,,,,0.0,Imported cases only,2020-03-21
16.0,Bolivia,0.0,,,,,,0.0,Local transmission,2020-03-21
16.0,Cuba,0.0,,,,,,1.0,Imported cases only,2020-03-21
16.0,Jamaica,0.0,,,,,,1.0,Local transmission,2020-03-21
13.0,Paraguay,0.0,,,,,,0.0,Local transmission,2020-03-21
12.0,Guatemala,0.0,,,,,,1.0,Imported cases only,2020-03-21
9.0,Trinidad and Tobago,1.0,,,,,,0.0,Imported cases only,2020-03-21
5.0,Barbados,0.0,,,,,,0.0,Imported cases only,2020-03-21
5.0,Guyana,2.0,,,,,,1.0,Local transmission,2020-03-21
4.0,Bahamas,0.0,,,,,,0.0,Local transmission,2020-03-21
2.0,Haiti,0.0,,,,,,0.0,Imported cases only,2020-03-21
2.0,Saint Lucia,5.0,,,,,,0.0,Imported cases only,2020-03-21
2.0,Suriname,0.0,,,,,,0.0,Imported cases only,2020-03-21
1.0,Antigua and Barbuda,7.0,,,,,,0.0,Imported cases only,2020-03-21
1.0,El Salvador,1.0,,,,,,0.0,Imported cases only,2020-03-21
1.0,Nicaragua,1.0,,,,,,0.0,Imported cases only,2020-03-21
1.0,Saint Vincent and the Grenadines,7.0,,,,,,0.0,Imported cases only,2020-03-21
51.0,Guadeloupe,0.0,,,,,,0.0,Imported cases only,2020-03-21
32.0,Martinique,1.0,,,,,,0.0,Imported cases only,2020-03-21
15.0,French Guiana,1.0,,,,,,0.0,Local transmission,2020-03-21
14.0,Puerto Rico,0.0,,,,,,0.0,Imported cases only,2020-03-21
5.0,Aruba,1.0,,,,,,0.0,Imported cases only,2020-03-21
4.0,Saint Martin,2.0,,,,,,0.0,Under investigation,2020-03-21
3.0,Cayman Islands,1.0,,,,,,1.0,Imported cases only,2020-03-21
3.0,Curaçao,3.0,,,,,,0.0,Imported cases only,2020-03-21
3.0,Saint Barthélemy,5.0,,,,,,0.0,Under investigation,2020-03-21
3.0,United States Virgin Islands,2.0,,,,,,0.0,Imported cases only,2020-03-21
2.0,Bermuda,2.0,,,,,,0.0,Imported cases only,2020-03-21
1.0,Montserrat,2.0,,,,,,0.0,Imported cases only,2020-03-21
1.0,Sint Maarten,2.0,,,,,,0.0,Imported cases only,2020-03-21
205.0,South Africa,0.0,,,,,,0.0,Local transmission,2020-03-21
94.0,Algeria,0.0,,,,,,10.0,Local transmission,2020-03-21
40.0,Burkina Faso,1.0,,,,,,1.0,Imported cases only,2020-03-21
38.0,Senegal,1.0,,,,,,0.0,Local transmission,2020-03-21
22.0,Cameroon,0.0,,,,,,0.0,Local transmission,2020-03-21
16.0,Ghana,0.0,,,,,,0.0,Local transmission,2020-03-21
14.0,Democratic Republic of the Congo,1.0,,,,,,0.0,Local transmission,2020-03-21
12.0,Mauritius,0.0,,,,,,0.0,Imported cases only,2020-03-21
12.0,Nigeria,1.0,,,,,,0.0,Imported cases only,2020-03-21
11.0,Rwanda,2.0,,,,,,0.0,Local transmission,2020-03-21
9.0,Côte d'Ivoire,2.0,,,,,,0.0,Imported cases only,2020-03-21
9.0,Ethiopia,1.0,,,,,,0.0,Imported cases only,2020-03-21
9.0,Togo,1.0,,,,,,0.0,Imported cases only,2020-03-21
7.0,Kenya,2.0,,,,,,0.0,Local transmission,2020-03-21
6.0,Seychelles,2.0,,,,,,0.0,Imported cases only,2020-03-21
6.0,United Republic of Tanzania,1.0,,,,,,0.0,Imported cases only,2020-03-21
4.0,Equatorial Guinea,1.0,,,,,,0.0,Imported cases only,2020-03-21
3.0,Congo,2.0,,,,,,0.0,Imported cases only,2020-03-21
3.0,Gabon,2.0,,,,,,1.0,Imported cases only,2020-03-21
3.0,Namibia,1.0,,,,,,0.0,Imported cases only,2020-03-21
2.0,Benin,1.0,,,,,,0.0,Imported cases only,2020-03-21
2.0,Guinea,1.0,,,,,,0.0,Imported cases only,2020-03-21
2.0,Liberia,2.0,,,,,,0.0,Local transmission,2020-03-21
2.0,Mauritania,2.0,,,,,,0.0,Imported cases only,2020-03-21
2.0,Zambia,2.0,,,,,,0.0,Imported cases only,2020-03-21
1.0,Cabo Verde,0.0,,,,,,0.0,Imported cases only,2020-03-21
1.0,Central African Republic,6.0,,,,,,0.0,Imported cases only,2020-03-21
1.0,Chad,1.0,,,,,,0.0,Imported cases only,2020-03-21
1.0,Eswatini,6.0,,,,,,0.0,Imported cases only,2020-03-21
1.0,Gambia,2.0,,,,,,0.0,Imported cases only,2020-03-21
1.0,Niger,1.0,,,,,,0.0,Imported cases only,2020-03-21
1.0,Zimbabwe,0.0,,,,,,0.0,Imported cases only,2020-03-21
28.0,Réunion,0.0,,,,,,0.0,Imported cases only,2020-03-21
4.0,Mayotte,1.0,,,,,,0.0,Imported cases only,2020-03-21
712.0,International conveyance (Japan),5.0,,,,,,7.0,Local transmission,2020-03-21
153.0,Taiwan,,,,,,,2.0,,2020-03-21
273.0,Hong Kong,,,,,,,4.0,,2020-03-21
18.0,Macau,,,,,,,0.0,,2020-03-21
266073.0,Total,,,,,,,11183.0,,2020-03-21
80992.0,China,0.0,,,,,,3261.0,Local transmission,2020-03-22
8897.0,Republic of Korea,0.0,,,,,,104.0,Local transmission,2020-03-22
1183.0,Malaysia,0.0,,,,,,3.0,Local transmission,2020-03-22
1081.0,Australia,0.0,,,,,,7.0,Local transmission,2020-03-22
1046.0,Japan,0.0,,,,,,36.0,Local transmission,2020-03-22
432.0,Singapore,0.0,,,,,,2.0,Local transmission,2020-03-22
307.0,Philippines,0.0,,,,,,19.0,Local transmission,2020-03-22
94.0,Viet Nam,0.0,,,,,,0.0,Local transmission,2020-03-22
83.0,Brunei Darussalam,0.0,,,,,,0.0,Local transmission,2020-03-22
66.0,New Zealand,0.0,,,,,,0.0,Local transmission,2020-03-22
53.0,Cambodia,0.0,,,,,,0.0,Local transmission,2020-03-22
10.0,Mongolia,0.0,,,,,,0.0,Imported cases only,2020-03-22
2.0,Fiji,0.0,,,,,,0.0,Local transmission,2020-03-22
1.0,Papua New Guinea,1.0,,,,,,0.0,Imported cases only,2020-03-22
15.0,French Polynesia,0.0,,,,,,0.0,Imported cases only,2020-03-22
15.0,Guam,0.0,,,,,,0.0,Local transmission,2020-03-22
4.0,New Caledonia,0.0,,,,,,0.0,Imported cases only,2020-03-22
53578.0,Italy,0.0,,,,,,4827.0,Local transmission,2020-03-22
24926.0,Spain,0.0,,,,,,1326.0,Local transmission,2020-03-22
21463.0,Germany,0.0,,,,,,67.0,Local transmission,2020-03-22
14296.0,France,0.0,,,,,,562.0,Local transmission,2020-03-22
6077.0,Switzerland,0.0,,,,,,56.0,Local transmission,2020-03-22
5018.0,United Kingdom,0.0,,,,,,233.0,Local transmission,2020-03-22
3631.0,Netherlands,0.0,,,,,,136.0,Local transmission,2020-03-22
3024.0,Austria,0.0,,,,,,8.0,Local transmission,2020-03-22
2815.0,Belgium,0.0,,,,,,67.0,Local transmission,2020-03-22
1926.0,Norway,0.0,,,,,,7.0,Local transmission,2020-03-22
1746.0,Sweden,0.0,,,,,,20.0,Local transmission,2020-03-22
1326.0,Denmark,0.0,,,,,,13.0,Local transmission,2020-03-22
1280.0,Portugal,0.0,,,,,,12.0,Local transmission,2020-03-22
995.0,Czechia,0.0,,,,,,0.0,Local transmission,2020-03-22
947.0,Turkey,0.0,,,,,,21.0,Local transmission,2020-03-22
883.0,Israel,0.0,,,,,,1.0,Local transmission,2020-03-22
785.0,Ireland,0.0,,,,,,3.0,Local transmission,2020-03-22
670.0,Luxembourg,0.0,,,,,,8.0,Local transmission,2020-03-22
536.0,Poland,0.0,,,,,,5.0,Local transmission,2020-03-22
530.0,Greece,0.0,,,,,,13.0,Local transmission,2020-03-22
521.0,Finland,0.0,,,,,,1.0,Local transmission,2020-03-22
473.0,Iceland,0.0,,,,,,1.0,Local transmission,2020-03-22
383.0,Slovenia,0.0,,,,,,1.0,Local transmission,2020-03-22
367.0,Romania,0.0,,,,,,0.0,Local transmission,2020-03-22
306.0,Estonia,0.0,,,,,,0.0,Local transmission,2020-03-22
306.0,Russian Federation,0.0,,,,,,0.0,Local transmission,2020-03-22
206.0,Croatia,0.0,,,,,,0.0,Local transmission,2020-03-22
178.0,Slovakia,0.0,,,,,,0.0,Local transmission,2020-03-22
173.0,Serbia,0.0,,,,,,1.0,Local transmission,2020-03-22
163.0,Bulgaria,0.0,,,,,,3.0,Local transmission,2020-03-22
160.0,Armenia,0.0,,,,,,0.0,Local transmission,2020-03-22
151.0,San Marino,1.0,,,,,,20.0,Local transmission,2020-03-22
131.0,Hungary,0.0,,,,,,4.0,Local transmission,2020-03-22
124.0,Latvia,0.0,,,,,,0.0,Imported cases only,2020-03-22
105.0,Lithuania,0.0,,,,,,1.0,Imported cases only,2020-03-22
92.0,Bosnia and Herzegovina,0.0,,,,,,1.0,Local transmission,2020-03-22
88.0,Andorra,0.0,,,,,,0.0,Imported cases only,2020-03-22
85.0,North Macedonia,0.0,,,,,,0.0,Local transmission,2020-03-22
84.0,Cyprus,0.0,,,,,,0.0,Local transmission,2020-03-22
80.0,Republic of Moldova,0.0,,,,,,1.0,Local transmission,2020-03-22
76.0,Albania,0.0,,,,,,2.0,Local transmission,2020-03-22
76.0,Belarus,0.0,,,,,,0.0,Local transmission,2020-03-22
73.0,Malta,0.0,,,,,,0.0,Imported cases only,2020-03-22
56.0,Kazakhstan,0.0,,,,,,0.0,Imported cases only,2020-03-22
53.0,Azerbaijan,0.0,,,,,,1.0,Imported cases only,2020-03-22
49.0,Georgia,0.0,,,,,,0.0,Imported cases only,2020-03-22
47.0,Ukraine,0.0,,,,,,3.0,Local transmission,2020-03-22
36.0,Liechtenstein,0.0,,,,,,0.0,Imported cases only,2020-03-22
33.0,Uzbekistan,1.0,,,,,,0.0,Local transmission,2020-03-22
18.0,Monaco,0.0,,,,,,0.0,Under investigation,2020-03-22
14.0,Kyrgyzstan,0.0,,,,,,0.0,Imported cases only,2020-03-22
14.0,Montenegro,1.0,,,,,,0.0,Imported cases only,2020-03-22
1.0,Holy See,15.0,,,,,,0.0,Under investigation,2020-03-22
92.0,Faroe Islands,0.0,,,,,,0.0,Local transmission,2020-03-22
12.0,Jersey,1.0,,,,,,0.0,Imported cases only,2020-03-22
10.0,Gibraltar,2.0,,,,,,0.0,Under investigation,2020-03-22
2.0,Greenland,3.0,,,,,,0.0,Under investigation,2020-03-22
2.0,Isle of Man,0.0,,,,,,0.0,Imported cases only,2020-03-22
1.0,Guernsey,12.0,,,,,,0.0,Imported cases only,2020-03-22
450.0,Indonesia,0.0,,,,,,38.0,Local transmission,2020-03-22
411.0,Thailand,0.0,,,,,,1.0,Local transmission,2020-03-22
283.0,India,0.0,,,,,,4.0,Local transmission,2020-03-22
72.0,Sri Lanka,0.0,,,,,,0.0,Local transmission,2020-03-22
24.0,Bangladesh,0.0,,,,,,2.0,Local transmission,2020-03-22
13.0,Maldives,6.0,,,,,,0.0,Local transmission,2020-03-22
2.0,Bhutan,2.0,,,,,,0.0,Imported cases only,2020-03-22
1.0,Nepal,58.0,,,,,,0.0,Imported cases only,2020-03-22
1.0,Timor-Leste,1.0,,,,,,0.0,Imported cases only,2020-03-22
20610.0,Iran,0.0,,,,,,1556.0,Local transmission,2020-03-22
495.0,Pakistan,0.0,,,,,,3.0,Local transmission,2020-03-22
470.0,Qatar,0.0,,,,,,0.0,Local transmission,2020-03-22
392.0,Saudi Arabia,0.0,,,,,,0.0,Local transmission,2020-03-22
306.0,Bahrain,0.0,,,,,,1.0,Local transmission,2020-03-22
285.0,Egypt,0.0,,,,,,8.0,Local transmission,2020-03-22
214.0,Iraq,0.0,,,,,,17.0,Local transmission,2020-03-22
206.0,Lebanon,0.0,,,,,,4.0,Local transmission,2020-03-22
176.0,Kuwait,0.0,,,,,,0.0,Local transmission,2020-03-22
153.0,United Arab Emirates,0.0,,,,,,2.0,Local transmission,2020-03-22
86.0,Morocco,0.0,,,,,,3.0,Local transmission,2020-03-22
84.0,Jordan,0.0,,,,,,0.0,Imported cases only,2020-03-22
60.0,Tunisia,0.0,,,,,,1.0,Local transmission,2020-03-22
52.0,Oman,0.0,,,,,,0.0,Local transmission,2020-03-22
24.0,Afghanistan,1.0,,,,,,0.0,Imported cases only,2020-03-22
2.0,Sudan,0.0,,,,,,1.0,Imported cases only,2020-03-22
1.0,Djibouti,3.0,,,,,,0.0,Under investigation,2020-03-22
1.0,Somalia,5.0,,,,,,0.0,Imported cases only,2020-03-22
52.0,Occupied Palestinian Territory,0.0,,,,,,0.0,Local transmission,2020-03-22
15219.0,United States of America,1.0,,,,,,201.0,Local transmission,2020-03-22
1048.0,Canada,0.0,,,,,,13.0,Local transmission,2020-03-22
904.0,Brazil,0.0,,,,,,11.0,Local transmission,2020-03-22
506.0,Ecuador,0.0,,,,,,7.0,Local transmission,2020-03-22
434.0,Chile,1.0,,,,,,1.0,Local transmission,2020-03-22
318.0,Peru,0.0,,,,,,2.0,Local transmission,2020-03-22
196.0,Colombia,0.0,,,,,,0.0,Local transmission,2020-03-22
164.0,Mexico,1.0,,,,,,1.0,Imported cases only,2020-03-22
158.0,Argentina,0.0,,,,,,3.0,Local transmission,2020-03-22
137.0,Panama,1.0,,,,,,1.0,Local transmission,2020-03-22
113.0,Costa Rica,1.0,,,,,,2.0,Local transmission,2020-03-22
94.0,Uruguay,1.0,,,,,,0.0,Imported cases only,2020-03-22
72.0,Dominican Republic,1.0,,,,,,2.0,Local transmission,2020-03-22
36.0,Venezuela,3.0,,,,,,0.0,Imported cases only,2020-03-22
24.0,Honduras,1.0,,,,,,0.0,Imported cases only,2020-03-22
19.0,Bolivia,0.0,,,,,,0.0,Local transmission,2020-03-22
18.0,Paraguay,0.0,,,,,,1.0,Local transmission,2020-03-22
16.0,Cuba,1.0,,,,,,1.0,Imported cases only,2020-03-22
16.0,Jamaica,1.0,,,,,,1.0,Local transmission,2020-03-22
12.0,Guatemala,1.0,,,,,,1.0,Imported cases only,2020-03-22
9.0,Trinidad and Tobago,2.0,,,,,,0.0,Imported cases only,2020-03-22
5.0,Barbados,1.0,,,,,,0.0,Imported cases only,2020-03-22
5.0,Guyana,3.0,,,,,,1.0,Local transmission,2020-03-22
4.0,Bahamas,1.0,,,,,,0.0,Local transmission,2020-03-22
2.0,Haiti,1.0,,,,,,0.0,Imported cases only,2020-03-22
2.0,Nicaragua,0.0,,,,,,0.0,Imported cases only,2020-03-22
2.0,Saint Lucia,6.0,,,,,,0.0,Imported cases only,2020-03-22
2.0,Suriname,1.0,,,,,,0.0,Imported cases only,2020-03-22
1.0,Antigua and Barbuda,8.0,,,,,,0.0,Imported cases only,2020-03-22
1.0,El Salvador,2.0,,,,,,0.0,Imported cases only,2020-03-22
1.0,Saint Vincent and the Grenadines,8.0,,,,,,0.0,Imported cases only,2020-03-22
51.0,Guadeloupe,1.0,,,,,,0.0,Imported cases only,2020-03-22
32.0,Martinique,2.0,,,,,,0.0,Imported cases only,2020-03-22
21.0,Puerto Rico,0.0,,,,,,1.0,Imported cases only,2020-03-22
15.0,French Guiana,2.0,,,,,,0.0,Local transmission,2020-03-22
6.0,United States Virgin Islands,0.0,,,,,,0.0,Imported cases only,2020-03-22
5.0,Aruba,2.0,,,,,,0.0,Imported cases only,2020-03-22
4.0,Saint Martin,3.0,,,,,,0.0,Under investigation,2020-03-22
3.0,Cayman Islands,2.0,,,,,,1.0,Imported cases only,2020-03-22
3.0,Curaçao,4.0,,,,,,1.0,Imported cases only,2020-03-22
3.0,Saint Barthélemy,6.0,,,,,,0.0,Under investigation,2020-03-22
2.0,Bermuda,3.0,,,,,,0.0,Imported cases only,2020-03-22
1.0,Montserrat,3.0,,,,,,0.0,Imported cases only,2020-03-22
1.0,Sint Maarten,3.0,,,,,,0.0,Imported cases only,2020-03-22
240.0,South Africa,0.0,,,,,,0.0,Local transmission,2020-03-22
94.0,Algeria,1.0,,,,,,15.0,Local transmission,2020-03-22
72.0,Burkina Faso,0.0,,,,,,3.0,Local transmission,2020-03-22
56.0,Senegal,0.0,,,,,,0.0,Local transmission,2020-03-22
27.0,Cameroon,0.0,,,,,,0.0,Local transmission,2020-03-22
23.0,Democratic Republic of the Congo,0.0,,,,,,1.0,Local transmission,2020-03-22
22.0,Nigeria,0.0,,,,,,0.0,Imported cases only,2020-03-22
19.0,Ghana,0.0,,,,,,0.0,Local transmission,2020-03-22
17.0,Rwanda,0.0,,,,,,0.0,Local transmission,2020-03-22
15.0,Togo,0.0,,,,,,0.0,Imported cases only,2020-03-22
12.0,Mauritius,1.0,,,,,,0.0,Imported cases only,2020-03-22
9.0,Côte d'Ivoire,3.0,,,,,,0.0,Imported cases only,2020-03-22
9.0,Ethiopia,2.0,,,,,,0.0,Imported cases only,2020-03-22
7.0,Kenya,3.0,,,,,,0.0,Local transmission,2020-03-22
7.0,Seychelles,0.0,,,,,,0.0,Imported cases only,2020-03-22
6.0,Equatorial Guinea,0.0,,,,,,0.0,Imported cases only,2020-03-22
6.0,United Republic of Tanzania,2.0,,,,,,0.0,Imported cases only,2020-03-22
4.0,Congo,0.0,,,,,,0.0,Imported cases only,2020-03-22
3.0,Cabo Verde,0.0,,,,,,0.0,Imported cases only,2020-03-22
3.0,Central African Republic,0.0,,,,,,0.0,Imported cases only,2020-03-22
3.0,Gabon,3.0,,,,,,1.0,Imported cases only,2020-03-22
3.0,Liberia,0.0,,,,,,0.0,Local transmission,2020-03-22
3.0,Madagascar,0.0,,,,,,0.0,Under investigation,2020-03-22
3.0,Namibia,2.0,,,,,,0.0,Imported cases only,2020-03-22
2.0,Angola,0.0,,,,,,0.0,Imported cases only,2020-03-22
2.0,Benin,2.0,,,,,,0.0,Imported cases only,2020-03-22
2.0,Guinea,2.0,,,,,,0.0,Imported cases only,2020-03-22
2.0,Mauritania,3.0,,,,,,0.0,Imported cases only,2020-03-22
2.0,Zambia,3.0,,,,,,0.0,Imported cases only,2020-03-22
2.0,Zimbabwe,0.0,,,,,,0.0,Imported cases only,2020-03-22
1.0,Chad,2.0,,,,,,0.0,Imported cases only,2020-03-22
1.0,Eritrea,0.0,,,,,,0.0,Imported cases only,2020-03-22
1.0,Eswatini,7.0,,,,,,0.0,Imported cases only,2020-03-22
